breed_name,temperment,image,description,akc_rank,height,height_group,weight,weight_group,life_expectancy,group,brushing_scale,shedding_scale,energy_scale,trainability_scale,temperment_scale,color_options
Sussex Spaniel,"Friendly, Merry, Even-Tempered",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223645/Sussex-Spaniel-On-White-01.jpg,"""Placid, affectionate, even-tempered, true-blue, loyal"" — all are words used to describe the Sussex Spaniel, a slow-but-steady hunter and congenial housedog. His frowning expression is delightfully at odds with a typically cheerful nature.",Ranks 180 of 197,13-15 inches,small,35-45 pounds,middleweight,13-15 years,Sporting Group,60%,60%,60%,40%,40%,['Golden Liver']
Shetland Sheepdog,"Playful, Energetic, Bright",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12224438/Shetland-Sheepdog-On-White-01.jpg,"The Shetland Sheepdog, also known as the Sheltie, is an extremely intelligent, quick, and obedient herder from Scotland’s remote and rugged Shetland Islands. Shelties bear a strong family resemblance to their bigger cousin, the Collie.",Ranks 25 of 197,13-16 inches,small,15-25 pounds,lightweight,12-14 years,Herding Group,60%,60%,60%,100%,40%,"['Black & White', 'Black White & Tan', 'Blue Merle & White', 'Blue Merle White & Tan', 'Sable & White', 'Sable Merle & White', 'Black & Tan', 'White', 'White & Black', 'White & Sable', 'White & Sable Merle', 'White Black & Tan', 'White Blue Merle', 'White Blue Merle & Tan']"
Jagdterrier,"Courageous, Intelligent, Hardworking",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/23184645/Jagdterrier.4.jpg,"Also known as the Deutscher Jagdterrier, the Jagdterrier is courageous, enduring, vital, full of temperament, reliable, sociable and trainable. He always takes pleasure in his work.",,13-16 inches,small,17-22 pounds,lightweight,10-12 years,Foundation Stock Service,,,,,,"['Black', 'Black & Gray', 'Dark Brown']"
Miniature American Shepherd,"Good-Natured, Intelligent, Devoted",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12230829/Miniature-American-Shepherd-On-White-01.jpg,"The Miniature American Shepherd resembles a small Australian Shepherd. True herders in spite of their compact size, Minis are bright, self-motivated workers and endearingly loyal and lively companion dogs who have an affinity for horses.",Ranks 34 of 197,13-17 inches,small,20-40 pounds,lightweight,12-13 years,Herding Group,80%,100%,80%,100%,80%,"['Black', 'Blue Merle', 'Red', 'Red Merle']"
Rat Terrier (standard),"Friendly, Inquisitive, Lovable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225148/Rat-Terrier-On-White-01.jpg,"An American original with a breed name said to be coined by Teddy Roosevelt, the Rat Terrier is a compact, tough, smooth-coated exterminator dog. The breed comes in two size varieties and are happy-go-lucky, playful, and portable companions.",Ranks 86 of 197,13-18 inches,small,10-25 pounds,featherweight,12-18 years,Terrier Group,40%,60%,60%,80%,80%,"['Black & White', 'Black Tan & White', 'Black White & Tan', 'Blue White & Tan', 'Red White & Sable', 'White', 'White & Apricot', 'White & Black', 'White & Blue', 'White & Blue Fawn', 'White & Chocolate', 'White & Fawn', 'White & Lemon', 'White & Red', 'White & Silver', 'White & Tan', 'White Black & Tan', 'White, Chocolate & Tan']"
Cocker Spaniel,"Gentle, Smart, Happy",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01132744/Cocker-Spaniel-running-in-the-yard.jpg,"The merry and frolicsome Cocker Spaniel, with his big, dreamy eyes and impish personality, is one of the world’s best-loved breeds. They were developed as hunting dogs, but Cockers gained their wide popularity as all-around companions.",Ranks 30 of 197,13.5-14.5 inches,small,20-25 pounds,lightweight,10-14 years,Sporting Group,80%,40%,60%,100%,100%,"['Black', 'Black & Tan', 'Black & White', 'Black White & Tan', 'Brown', 'Brown Roan', 'Brown Roan & Tan', 'Brown & Tan', 'Brown & White', 'Brown White & Tan', 'Buff', 'Buff & White', 'Red', 'Red & White', 'Silver', 'Blue Roan', 'Blue Roan & Tan', 'Cream', 'Golden', 'Red Roan', 'Sable', 'Sable & White']"
Shiba Inu,"Alert, Active, Attentive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/26114711/Shiba-Inu-standing-in-profile-outdoors.jpg,"An ancient Japanese breed, the Shiba Inu is a little but well-muscled dog once employed as a hunter. Today, the spirited, good-natured Shiba is the most popular companion dog in Japan. The adaptable Shiba is at home in town or country.",Ranks 44 of 197,13.5-15.5 inches,small,17 pounds,lightweight,13-16 years,Non-Sporting Group,40%,60%,60%,40%,40%,"['Black & Tan', 'Cream', 'Red', 'Red Sesame']"
Lakeland Terrier,"Friendly, Confident, Bold",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30180513/Lakeland-Terrier-standing-stacked-outdoors.jpg,"A bold, zesty “big dog in a small package,” the Lakeland Terrier, named for the Lake District of his native England, was once a farmer’s dog bred to work in packs on sheep-stealing foxes. The Lakeland's coat is hard, wiry, and low-shedding.",Ranks 147 of 197,14-15 inches,small,17 pounds,lightweight,12-15 years,Terrier Group,40%,20%,60%,60%,60%,"['Black', 'Black & Tan', 'Blue', 'Blue & Tan', 'Grizzle & Tan', 'Liver', 'Red', 'Red Grizzle', 'Wheaten', 'Brindle', 'Grizzle', 'Liver & Tan']"
Bulldog,"Friendly, Courageous, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/11234019/Bulldog-standing-in-the-grass.jpg,"Kind but courageous, friendly but dignified, the Bulldog is a thick-set, low-slung, well-muscled bruiser whose “sourmug” face is the universal symbol of courage and tenacity. These docile, loyal companions adapt well to town or country.",Ranks 5 of 197,14-15 inches,small,40 pounds,middleweight,8-10 years,Non-Sporting Group,60%,80%,60%,60%,80%,"['Fallow', 'Fawn', 'Fawn & Brindle', 'Fawn & White', 'Fawn Brindle & White', 'Red', 'Red & White', 'Red Brindle', 'Red Brindle & White', 'White']"
Nederlandse Kooikerhondje,"Friendly, Alert, Quick",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2018/01/12194816/Nederlandse-Kooikerhondje-Field.jpg,"The Nederlandse Kooikerhondje is lively, agile, self-confident, good-natured and alert. The breed is faithful, easy-going and friendly in the home. Outdoors he is a true sporting dog being keen, swift, tough, attentive and energetic. With sufficient perseverance and stamina, he enjoys working and does so with a cheerful character.",Ranks 150 of 197,14-16 inches,small,20-30 pounds,lightweight,12-15 years,Sporting Group,40%,60%,60%,100%,40%,['White & Red']
Staffordshire Bull Terrier,"Clever, Brave, Tenacious",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223754/Staffordshire-Bull-Terrier-On-White-03.jpg,"From his brawling past, the muscular but agile Staffordshire Bull Terrier retains the traits of courage and tenacity. Happily, good breeding transformed this former gladiator into a mild, playful companion with a special feel for kids.",Ranks 80 of 197,14-16 inches,small,24-34 pounds,lightweight,12-14 years,Terrier Group,40%,40%,80%,20%,80%,"['Black', 'Black & White', 'Blue', 'Blue & White', 'Brindle', 'Brindle & White', 'Fawn', 'Fawn & White', 'Red', 'Red & White', 'White', 'White & Brindle', 'White & Fawn', 'White & Red', 'Black & Tan', 'Liver']"
Boykin Spaniel,"Friendly, Eager, Lovable",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17123933/Boykin-Spaniel-holding-a-dummy-toy.jpg,"A medium-sized flushing and retrieving dog known for its rich brown coat, the Boykin Spaniel is avid, eager, merry, and trainable. This mellow housedog and tenacious bird dog was once South Carolina’s best-kept secret.",Ranks 100 of 197,14-16.5 inches,small,25-35 pounds,lightweight,10-15 years,Sporting Group,60%,60%,60%,100%,60%,['Liver']
Tibetan Terrier,"Affectionate, Loyal, Sensitive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12223455/Tibetan-Terrier-On-White-01.jpg,"The Tibetan Terrier, “Holy Dog of Tibet,” is an ancient watchdog and companion long associated with Buddhist monasteries. A profusely coated, small-to-medium-sized dog with “snowshoe” feet, this breed is affectionate, sensitive, and clever.",Ranks 96 of 197,14-17 inches,small,18-30 pounds,lightweight,15-16 years,Non-Sporting Group,60%,60%,80%,40%,40%,"['Black', 'Black & White', 'Black White & Gold', 'Black & Brindle', 'Black & Brown', 'Black & Gold', 'Black & White Brindle', 'Black Brown & White', 'Brindle', 'Brindle & White', 'Brown', 'Brown & White', 'Fawn', 'Fawn & White', 'Gold', 'Gold & White', 'Golden Brindle', 'Gray', 'Gray & White', 'Red', 'Red & White', 'Red Brindle', 'Sable', 'Sable & White', 'Silver', 'Silver & Black', 'Silver & White', 'White', 'White & Black', 'White & Gold']"
Xoloitzcuintli (miniature),"Loyal, Alert, Calm",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12222734/Xoloitzcuintli-On-White-01.jpg,"The 3,000-year-old Xoloitzcuintli (pronounced ""show-low-eats-QUEENT-lee""), the ancient Aztec dog of the gods, is today a loving companion and vigilant watchdog. The alert and loyal Xolo comes in three sizes, and in either hairless or coated varieties.",Ranks 140 of 197,14-18 inches,small,15-30 pounds,lightweight,13-18 years,Non-Sporting Group,20%,20%,80%,60%,60%,"['Black', 'Brindle', 'Bronze', 'Dark Brown', 'Fawn', 'Gray', 'Liver', 'Palomino', 'Red', 'White', 'Black & White', 'Black White & Tan', 'Merle', 'Pink & Brown', 'Tan', 'White & Black']"
Welsh Terrier,"Friendly, Spirited, Intelligent",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/30132230/Welsh-Terrier-standing-stacked-in-the-grass.jpg,"The Welsh Terrier is as alert and spirited as any self-respecting terrier, but a bit calmer than most—“game, not quarrelsome,” as breed fanciers say. The Welshman was bred to do battle with badgers, otters, and other dangerous opponents.",Ranks 107 of 197,15 inches,small,20 pounds,lightweight,12-15 years,Terrier Group,60%,40%,80%,60%,100%,"['Black & Tan', 'Grizzle & Tan', 'Black Grizzle & Tan']"
Poodle (Standard),"Active, Proud, Very Smart",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12225538/Poodle-On-White-03.jpg,"Whether Standard, Miniature, or Toy, and either black, white, or apricot, the Poodle stands proudly among dogdom’s true aristocrats. Beneath the curly, low-allergen coat is an elegant athlete and companion for all reasons and seasons.",Ranks 7 of 197,15 inches,small,40-50 pounds,middleweight,10-18 years,Non-Sporting Group,100%,20%,60%,100%,80%,"['Apricot', 'Black', 'Blue', 'Brown', 'Cream', 'Gray', 'Red', 'Silver', 'Silver Beige', 'White', 'Black & Apricot', 'Black & Brown', 'Black & Cream', 'Black & Gray', 'Black & Red', 'Black & Silver', 'Black & Tan', 'Black & White', 'Blue & White', 'Brown & Apricot', 'Brown & White', 'Cafe au Lait', 'Cream & White', 'Gray & White', 'Red & Apricot', 'Red & White', 'White & Apricot', 'White & Silver']"
Basset Hound,"Charming, Patient, Low-Key",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/13001044/Basset-Hound-On-White-03.jpg,"Among the most appealing of the AKC breeds, the endearing and instantly recognizable Basset Hound is a perennial favorite of dog lovers all over the world. This low-slung and low-key hound can be sometimes stubborn, but is always charming.",Ranks 39 of 197,15 inches,small,40-65 pounds,middleweight,12-13 years,Hound Group,60%,40%,20%,40%,80%,"['Black & White', 'Black Brown & White', 'Black Tan & White', 'Black White & Brown', 'Black White & Tan', 'Brown Black & White', 'Lemon & White', 'Mahogany & White', 'Red & White', 'Black & Brown', 'Black Red & White', 'Blue & White', 'Blue Tan & White', 'Brown & White', 'Tan & White', 'White & Lemon', 'White & Red', 'White Black & Brown', 'White Black & Red']"
Manchester Terrier (Standard),"Spirited, Bright, Keenly Observant",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/01152158/Manchester-Terrier-Standard-on-White-08.jpg,"The Manchester Terrier is named after the English city where much of the breed’s early development took place. Sleek, racy dogs who possess a terrier’s ratting instinct and the graceful contours of coursing hounds, Manchesters are spirited, bright, and athletic. They combine the streamlined grace of a coursing hound and the instincts of a fearless rat terrier. These racy dogs come in two size varieties:  Standard (not exceeding 22 pounds) and Toy (not exceeding 12 pounds).",Ranks 133 of 197,15-16 inches,small,12-22 pounds,featherweight,15-17 years,Terrier Group,40%,40%,60%,80%,60%,"['Black & Tan', 'Black']"
English Cocker Spaniel,"Energetic, Merry, Responsive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/16105011/English-Cocker-Spaniel-Slide03.jpg,"English Cocker Spaniel lovers often use the word “merry” to describe their breed. Upbeat in the field and mellow at home, this compact, silky-coated bird dog is widely admired for his delightful personality and irresistible good looks.",Ranks 52 of 197,15-16 inches,small,26-32 pounds,lightweight,12-14 years,Sporting Group,60%,40%,60%,100%,80%,"['Black', 'Black & Tan', 'Black & White', 'Black White & Tan', 'Blue Roan', 'Blue Roan & Tan', 'Golden', 'Lemon Roan', 'Liver', 'Liver & Tan', 'Liver & White', 'Liver Roan', 'Liver Roan & Tan', 'Liver White & Tan', 'Orange & White', 'Orange Roan', 'Red', 'Red Roan', 'Lemon & White', 'Red & White', 'Sable', 'Sable & Tan', 'Sable & White']"
Boston Terrier,"Friendly, Bright, Amusing",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/12235803/Boston-Terrier-On-White-03.jpg,"The Boston Terrier is a lively little companion recognized by his tight tuxedo jacket, sporty but compact body, and the friendly glow in his big, round eyes. His impeccable manners have earned him the nickname “The American Gentleman.”",Ranks 21 of 197,15-17 inches,small,12-25 pounds,featherweight,11-13 years,Non-Sporting Group,40%,20%,60%,100%,100%,"['Black & White', 'Black Brindle & White', 'Brindle & White', 'Seal & White', 'Seal Brindle & White']"
Bedlington Terrier,"Loyal, Charming, Frollicking",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/09202451/Bedlington-Terrier-standing-outdoors.jpg,"Graceful terriers in sheep’s clothing, Bedlington Terriers, named for the English mining shire where they were first bred, are genial housemates, alert watchdogs, versatile athletes, and irresistibly cuddly TV-time companions.",Ranks 141 of 197,15-17.5 inches,small,17-23 pounds,lightweight,11-16 years,Terrier Group,60%,,80%,80%,60%,"['Blue', 'Blue & Tan', 'Liver', 'Liver & Tan', 'Sandy', 'Sandy & Tan']"
Pumi,"Energetic, Lively, Ready to Work",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17152356/Pumi-standing-outdoors-in-the-countryside.jpg,"A compact, nimble-footed herder of Hungarian origin, the Pumi is easily recognized by a corkscrew-curled coat, two-thirds erect ears, and distinctive whimsical expression. The breed is famed for its intelligence, agility, and boldness.",Ranks 151 of 197,15-17.5 inches,small,22-24 pounds,lightweight,12-13 years,Herding Group,20%,20%,80%,80%,60%,"['Black', 'Fawn', 'Gray', 'Silver Gray', 'White', 'Born Brown', 'Born Gray']"
Pyrenean Shepherd,"Affectionate, Active, Enthusiastic",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/17160341/Pyrenean-Shepherd-standing-in-profile-in-a-field.jpg,"Enthusiastic, mischievous, and whip-smart, the Pyrenean Shepherd is an indefatigable herder descended from ancient sheepdogs of the Pyrenees mountains. Tough and sinewy Pyr Sheps come in “rough-faced” and “smooth-faced” coat varieties.",Ranks 181 of 197,15-18 inches,small,15-30 pounds,lightweight,18 years,Herding Group,40%,60%,80%,60%,40%,"['Black', 'Black & White', 'Blue Merle', 'Brindle', 'Brindle Merle', 'Fawn', 'Fawn Merle', 'Gray', 'Slate Gray', 'White']"
Kromfohrlander,"Intelligent, Active, Sensitive",https://s3.amazonaws.com/cdn-origin-etr.akc.org/wp-content/uploads/2017/11/07133650/Kromfohrlander.6.jpg,"The Kromfohrlander is a medium-sized companion breed that is sensitive, loving and loyal to its owners. He has a distinctive 'smile' and will sneeze to greet you. Pronunciation of the breed is ""krome-for-lahn-dair.""",,15-18 inches,small,20-35 pounds,lightweight,13-15 years,Foundation Stock Service,60%,80%,60%,60%,40%,"['White & Brown', 'White & Tan']"
